Mod:Item:MetaData, Localized Name
furenikusroads:road_block_white:6, White Tarmac Road
furenikusroads:road_block_white:7, White Tarmac Road
furenikusroads:road_block_white:8, White Tarmac Road
furenikusroads:road_block_white:9, White Tarmac Road
furenikusroads:road_block_white:10, White Tarmac Road
furenikusroads:road_block_white:11, White Tarmac Road
furenikusroads:road_block_white:12, White Tarmac Road
furenikusroads:road_block_white:13, White Tarmac Road
furenikusroads:road_block_white:14, White Tarmac Road
furenikusroads:road_block_white:15, White Tarmac Road
furenikusroads:road_block_yellow:0, Yellow Tarmac Road
furenikusroads:road_block_yellow:1, Yellow Tarmac Road
furenikusroads:road_block_yellow:2, Yellow Tarmac Road
furenikusroads:road_block_yellow:3, Yellow Tarmac Road
furenikusroads:road_block_yellow:4, Yellow Tarmac Road
furenikusroads:road_block_yellow:5, Yellow Tarmac Road
furenikusroads:road_block_yellow:6, Yellow Tarmac Road
furenikusroads:road_block_yellow:7, Yellow Tarmac Road
furenikusroads:road_block_yellow:8, Yellow Tarmac Road
furenikusroads:road_block_yellow:9, Yellow Tarmac Road
furenikusroads:road_block_yellow:10, Yellow Tarmac Road
furenikusroads:road_block_yellow:11, Yellow Tarmac Road
furenikusroads:road_block_yellow:12, Yellow Tarmac Road
furenikusroads:road_block_yellow:13, Yellow Tarmac Road
furenikusroads:road_block_yellow:14, Yellow Tarmac Road
furenikusroads:road_block_yellow:15, Yellow Tarmac Road
furenikusroads:road_block_green:0, Green Tarmac Road
furenikusroads:road_block_green:1, Green Tarmac Road
furenikusroads:road_block_green:2, Green Tarmac Road
furenikusroads:road_block_green:3, Green Tarmac Road
furenikusroads:road_block_green:4, Green Tarmac Road
furenikusroads:road_block_green:5, Green Tarmac Road
furenikusroads:road_block_green:6, Green Tarmac Road
furenikusroads:road_block_green:7, Green Tarmac Road
furenikusroads:road_block_green:8, Green Tarmac Road
furenikusroads:road_block_green:9, Green Tarmac Road
furenikusroads:road_block_green:10, Green Tarmac Road
furenikusroads:road_block_green:11, Green Tarmac Road
furenikusroads:road_block_green:12, Green Tarmac Road
furenikusroads:road_block_green:13, Green Tarmac Road
furenikusroads:road_block_green:14, Green Tarmac Road
furenikusroads:road_block_green:15, Green Tarmac Road
furenikusroads:road_block_muddy:0, Mud Road
furenikusroads:road_block_muddy:1, Mud Road
furenikusroads:road_block_muddy:2, Mud Road
furenikusroads:road_block_muddy:3, Mud Road
furenikusroads:road_block_muddy:4, Mud Road
furenikusroads:road_block_muddy:5, Mud Road
furenikusroads:road_block_muddy:6, Mud Road
furenikusroads:road_block_muddy:7, Mud Road
furenikusroads:road_block_muddy:8, Mud Road
furenikusroads:road_block_muddy:9, Mud Road
furenikusroads:road_block_muddy:10, Mud Road
furenikusroads:road_block_muddy:11, Mud Road
furenikusroads:road_block_muddy:12, Mud Road
furenikusroads:road_block_muddy:13, Mud Road
furenikusroads:road_block_muddy:14, Mud Road
furenikusroads:road_block_muddy:15, Mud Road
furenikusroads:road_block_muddy_dried:0, Dried Mud Road
furenikusroads:road_block_muddy_dried:1, Dried Mud Road
furenikusroads:road_block_muddy_dried:2, Dried Mud Road
furenikusroads:road_block_muddy_dried:3, Dried Mud Road
furenikusroads:road_block_muddy_dried:4, Dried Mud Road
furenikusroads:road_block_muddy_dried:5, Dried Mud Road
furenikusroads:road_block_muddy_dried:6, Dried Mud Road
furenikusroads:road_block_muddy_dried:7, Dried Mud Road
furenikusroads:road_block_muddy_dried:8, Dried Mud Road
furenikusroads:road_block_muddy_dried:9, Dried Mud Road
furenikusroads:road_block_muddy_dried:10, Dried Mud Road
furenikusroads:road_block_muddy_dried:11, Dried Mud Road
furenikusroads:road_block_muddy_dried:12, Dried Mud Road
furenikusroads:road_block_muddy_dried:13, Dried Mud Road
furenikusroads:road_block_muddy_dried:14, Dried Mud Road
furenikusroads:road_block_muddy_dried:15, Dried Mud Road
furenikusroads:road_block_stone:0, Stone Road
furenikusroads:road_block_stone:1, Stone Road
furenikusroads:road_block_stone:2, Stone Road
furenikusroads:road_block_stone:3, Stone Road
furenikusroads:road_block_stone:4, Stone Road
furenikusroads:road_block_stone:5, Stone Road
furenikusroads:road_block_stone:6, Stone Road
furenikusroads:road_block_stone:7, Stone Road
furenikusroads:road_block_stone:8, Stone Road
furenikusroads:road_block_stone:9, Stone Road
furenikusroads:road_block_stone:10, Stone Road
furenikusroads:road_block_stone:11, Stone Road
furenikusroads:road_block_stone:12, Stone Road
furenikusroads:road_block_stone:13, Stone Road
furenikusroads:road_block_stone:14, Stone Road
furenikusroads:road_block_stone:15, Stone Road
furenikusroads:road_block_grass:0, Grass Road
furenikusroads:road_block_grass:1, Grass Road
furenikusroads:road_block_grass:2, Grass Road
furenikusroads:road_block_grass:3, Grass Road
furenikusroads:road_block_grass:4, Grass Road
furenikusroads:road_block_grass:5, Grass Road
furenikusroads:road_block_grass:6, Grass Road
furenikusroads:road_block_grass:7, Grass Road
furenikusroads:road_block_grass:8, Grass Road
furenikusroads:road_block_grass:9, Grass Road
furenikusroads:road_block_grass:10, Grass Road
furenikusroads:road_block_grass:11, Grass Road
furenikusroads:road_block_grass:12, Grass Road
furenikusroads:road_block_grass:13, Grass Road
furenikusroads:road_block_grass:14, Grass Road
furenikusroads:road_block_grass:15, Grass Road
furenikusroads:road_block_dirt:0, Dirt Road
furenikusroads:road_block_dirt:1, Dirt Road
furenikusroads:road_block_dirt:2, Dirt Road
furenikusroads:road_block_dirt:3, Dirt Road
furenikusroads:road_block_dirt:4, Dirt Road
furenikusroads:road_block_dirt:5, Dirt Road
furenikusroads:road_block_dirt:6, Dirt Road
furenikusroads:road_block_dirt:7, Dirt Road
furenikusroads:road_block_dirt:8, Dirt Road
furenikusroads:road_block_dirt:9, Dirt Road
furenikusroads:road_block_dirt:10, Dirt Road
furenikusroads:road_block_dirt:11, Dirt Road
furenikusroads:road_block_dirt:12, Dirt Road
furenikusroads:road_block_dirt:13, Dirt Road
furenikusroads:road_block_dirt:14, Dirt Road
furenikusroads:road_block_dirt:15, Dirt Road
furenikusroads:road_block_gravel:0, Gravel Road
furenikusroads:road_block_gravel:1, Gravel Road
furenikusroads:road_block_gravel:2, Gravel Road
furenikusroads:road_block_gravel:3, Gravel Road
furenikusroads:road_block_gravel:4, Gravel Road
furenikusroads:road_block_gravel:5, Gravel Road
furenikusroads:road_block_gravel:6, Gravel Road
furenikusroads:road_block_gravel:7, Gravel Road
furenikusroads:road_block_gravel:8, Gravel Road
furenikusroads:road_block_gravel:9, Gravel Road
furenikusroads:road_block_gravel:10, Gravel Road
furenikusroads:road_block_gravel:11, Gravel Road
furenikusroads:road_block_gravel:12, Gravel Road
furenikusroads:road_block_gravel:13, Gravel Road
furenikusroads:road_block_gravel:14, Gravel Road
furenikusroads:road_block_gravel:15, Gravel Road
furenikusroads:road_block_sand:0, Sand Road
furenikusroads:road_block_sand:1, Sand Road
furenikusroads:road_block_sand:2, Sand Road
furenikusroads:road_block_sand:3, Sand Road
furenikusroads:road_block_sand:4, Sand Road
furenikusroads:road_block_sand:5, Sand Road
furenikusroads:road_block_sand:6, Sand Road
furenikusroads:road_block_sand:7, Sand Road
furenikusroads:road_block_sand:8, Sand Road
furenikusroads:road_block_sand:9, Sand Road
furenikusroads:road_block_sand:10, Sand Road
furenikusroads:road_block_sand:11, Sand Road
furenikusroads:road_block_sand:12, Sand Road
furenikusroads:road_block_sand:13, Sand Road
furenikusroads:road_block_sand:14, Sand Road
furenikusroads:road_block_sand:15, Sand Road
furenikusroads:sidewalk:0, Sidewalk
furenikusroads:sidewalk:1, Sidewalk
furenikusroads:sidewalk:2, Sidewalk
furenikusroads:sidewalk:3, Sidewalk
furenikusroads:sidewalk:4, Sidewalk
furenikusroads:sidewalk:5, Sidewalk
furenikusroads:sidewalk:6, Sidewalk
furenikusroads:sidewalk:7, Sidewalk
furenikusroads:sidewalk:8, Sidewalk
furenikusroads:sidewalk:9, Sidewalk
furenikusroads:sidewalk:10, Sidewalk
furenikusroads:sidewalk:11, Sidewalk
furenikusroads:sidewalk:12, Sidewalk
furenikusroads:sidewalk:13, Sidewalk
furenikusroads:sidewalk:14, Sidewalk
furenikusroads:sidewalk:15, Sidewalk
furenikusroads:sidewalk_clean:0, Clean Sidewalk
furenikusroads:sidewalk_clean:1, Clean Sidewalk
furenikusroads:sidewalk_clean:2, Clean Sidewalk
furenikusroads:sidewalk_clean:3, Clean Sidewalk
furenikusroads:sidewalk_clean:4, Clean Sidewalk
furenikusroads:sidewalk_clean:5, Clean Sidewalk
furenikusroads:sidewalk_clean:6, Clean Sidewalk
furenikusroads:sidewalk_clean:7, Clean Sidewalk
furenikusroads:sidewalk_clean:8, Clean Sidewalk
furenikusroads:sidewalk_clean:9, Clean Sidewalk
furenikusroads:sidewalk_clean:10, Clean Sidewalk
furenikusroads:sidewalk_clean:11, Clean Sidewalk
furenikusroads:sidewalk_clean:12, Clean Sidewalk
furenikusroads:sidewalk_clean:13, Clean Sidewalk
furenikusroads:sidewalk_clean:14, Clean Sidewalk
furenikusroads:sidewalk_clean:15, Clean Sidewalk
furenikusroads:sidewalk_dark:0, Dark Sidewalk
furenikusroads:sidewalk_dark:1, Dark Sidewalk
furenikusroads:sidewalk_dark:2, Dark Sidewalk
furenikusroads:sidewalk_dark:3, Dark Sidewalk
furenikusroads:sidewalk_dark:4, Dark Sidewalk
furenikusroads:sidewalk_dark:5, Dark Sidewalk
furenikusroads:sidewalk_dark:6, Dark Sidewalk
furenikusroads:sidewalk_dark:7, Dark Sidewalk
furenikusroads:sidewalk_dark:8, Dark Sidewalk
furenikusroads:sidewalk_dark:9, Dark Sidewalk
furenikusroads:sidewalk_dark:10, Dark Sidewalk
furenikusroads:sidewalk_dark:11, Dark Sidewalk
furenikusroads:sidewalk_dark:12, Dark Sidewalk
furenikusroads:sidewalk_dark:13, Dark Sidewalk
furenikusroads:sidewalk_dark:14, Dark Sidewalk
furenikusroads:sidewalk_dark:15, Dark Sidewalk
furenikusroads:sidewalk_tan:0, Tan Sidewalk
furenikusroads:sidewalk_tan:1, Tan Sidewalk
furenikusroads:sidewalk_tan:2, Tan Sidewalk
furenikusroads:sidewalk_tan:3, Tan Sidewalk
furenikusroads:sidewalk_tan:4, Tan Sidewalk
furenikusroads:sidewalk_tan:5, Tan Sidewalk
furenikusroads:sidewalk_tan:6, Tan Sidewalk
furenikusroads:sidewalk_tan:7, Tan Sidewalk
furenikusroads:sidewalk_tan:8, Tan Sidewalk
furenikusroads:sidewalk_tan:9, Tan Sidewalk
furenikusroads:sidewalk_tan:10, Tan Sidewalk
furenikusroads:sidewalk_tan:11, Tan Sidewalk
furenikusroads:sidewalk_tan:12, Tan Sidewalk
furenikusroads:sidewalk_tan:13, Tan Sidewalk
furenikusroads:sidewalk_tan:14, Tan Sidewalk
furenikusroads:sidewalk_tan:15, Tan Sidewalk
furenikusroads:road_block_diagonal_1_1:0, Diagonal Connector (1/1)
furenikusroads:road_block_diagonal_1_2:0, Diagonal Connector (1/2)
furenikusroads:road_block_diagonal_1_4:0, Diagonal Connector (1/4)
furenikusroads:road_block_diagonal_2_4:0, Diagonal Connector (2/4)
furenikusroads:road_block_diagonal_1_8:0, Diagonal Connector (1/8)
furenikusroads:road_block_diagonal_2_8:0, Diagonal Connector (2/8)
furenikusroads:road_block_diagonal_3_8:0, Diagonal Connector (3/8)
furenikusroads:road_block_diagonal_4_8:0, Diagonal Connector (4/8)
furenikusroads:road_block_diagonal_1_1_mirror:0, Diagonal Connector (1/1 Mirrored)
furenikusroads:road_block_diagonal_1_2_mirror:0, Diagonal Connector (1/2 Mirrored)
furenikusroads:road_block_diagonal_1_4_mirror:0, Diagonal Connector (1/4 Mirrored)
furenikusroads:road_block_diagonal_2_4_mirror:0, Diagonal Connector (2/4 Mirrored)
furenikusroads:road_block_diagonal_1_8_mirror:0, Diagonal Connector (1/8 Mirrored)
furenikusroads:road_block_diagonal_2_8_mirror:0, Diagonal Connector (2/8 Mirrored)
furenikusroads:road_block_diagonal_3_8_mirror:0, Diagonal Connector (3/8 Mirrored)
furenikusroads:road_block_diagonal_4_8_mirror:0, Diagonal Connector (4/8 Mirrored)
furenikusroads:line_white_straight_full:0, §fStraight Line
furenikusroads:line_white_straight_full:2, §fStraight Line (Connecting)
furenikusroads:line_white_straight_thick:0, §fThick Straight Line
furenikusroads:line_white_straight_thick:2, §fThick Straight Line (Connecting)
furenikusroads:line_white_straight_double:0, §fStraight Double Line
furenikusroads:line_white_straight_double:2, §fStraight Double Line (Connecting)
furenikusroads:line_white_straight_double_thick:0, §fThick Straight Double Line
furenikusroads:line_white_straight_double_thick:2, §fThick Straight Double Line (Connecting)
furenikusroads:line_white_side_double:0, §fDouble Side Line (Connecting)
furenikusroads:line_white_side_double:6, §fDouble Side Line
furenikusroads:line_white_side_double_thick:0, §fThick Double Side Line (Connecting)
furenikusroads:line_white_side_double_thick:6, §fThick Double Side Line
furenikusroads:line_white_side_single:0, §fSide Line (Connecting)
furenikusroads:line_white_side_single:6, §fSide Line
furenikusroads:line_white_side_single_thick:0, §fThick Side Line (Connecting)
furenikusroads:line_white_side_single_thick:6, §fThick Side Line
furenikusroads:line_white_far_side:0, §fEdge Side Line (Connecting)
furenikusroads:line_white_far_side:6, §fEdge Side Line
furenikusroads:line_white_far_side_thick:0, §fThick Edge Side Line (Connecting)
furenikusroads:line_white_far_side_thick:6, §fThick Edge Side Line
furenikusroads:line_white_middle_half_double:0, §fStraight Double Line (Half)
furenikusroads:line_white_middle_dash_double:0, §fStraight Double Line (Dashed)
furenikusroads:line_white_middle_short:0, §fStraight Short Line
furenikusroads:line_white_filter_lane:0, §fThick Straight Short Line
furenikusroads:line_white_side_short:0, §fSide Short Line
furenikusroads:line_white_thin_crossing:0, §fCrossing (Thin)
furenikusroads:white_wheelchair_icon:0, §fHandicapped Icon
furenikusroads:white_chevron:0, §fChevron Icon
furenikusroads:white_pedestrian:0, §fPedestrian Icon
furenikusroads:white_merge_arrow:0, §fMerge Arrow Icon
furenikusroads:white_give_way:0, §fGive Way Icon
furenikusroads:white_junction_filter_left:0, §fFilter Lane (Left)
furenikusroads:white_junction_filter_left_thin:0, §fFilter Lane (Left, Thin)
furenikusroads:white_junction_filter_left_empty:0, §fFilter Lane (Left, Hidden)
furenikusroads:white_junction_filter_right:0, §fFilter Lane (Right)
furenikusroads:white_junction_filter_right_thin:0, §fFilter Lane (Right, Thin)
furenikusroads:white_junction_filter_right_empty:0, §fFilter Lane (Right, Hidden)
furenikusroads:white_junction_fork_mid:0, §fJunction Fork
furenikusroads:white_junction_fork_mid_thin:0, §fJunction Fork (Thin)
furenikusroads:white_junction_fork_chevron_mid:0, §fJunction Fork (Chevron)
furenikusroads:white_junction_fork_chevron_mid_thin:0, §fJunction Fork (Chevron, Thin)
furenikusroads:white_chevron_left_a:0, §fChevron (Left)
furenikusroads:white_chevron_left_b:0, §ftile.furenikusroads.white_chevron_left_b.0.name
furenikusroads:white_chevron_left_a_thin:0, §fChevron (Left, Thin)
furenikusroads:white_chevron_left_b_thin:0, §ftile.furenikusroads.white_chevron_left_b_thin.0.name
furenikusroads:white_chevron_right_a:0, §fChevron (Right)
furenikusroads:white_chevron_right_b:0, §ftile.furenikusroads.white_chevron_right_b.0.name
furenikusroads:white_chevron_right_a_thin:0, §fChevron (Right, Thin)
furenikusroads:white_chevron_right_b_thin:0, §ftile.furenikusroads.white_chevron_right_b_thin.0.name
furenikusroads:white_junction_side_line_connection:0, §fFilter Lane Thin->Thick L Back Continuous
furenikusroads:white_junction_side_line_connection:4, §fFilter Lane Thin->Thick L Back
furenikusroads:white_junction_side_line_connection:8, §fFilter Lane Thin->Thick L Forward Continuous
furenikusroads:white_junction_side_line_connection:12, §fFilter Lane Thin->Thick L Forward
furenikusroads:white_junction_side_line_connection_thin:0, §fFilter Lane Thin->Thin L Back Continuous
furenikusroads:white_junction_side_line_connection_thin:4, §fFilter Lane Thin->Thin L Back
furenikusroads:white_junction_side_line_connection_thin:8, §fFilter Lane Thin->Thin L Forward Continuous
furenikusroads:white_junction_side_line_connection_thin:12, §fFilter Lane Thin->Thin L Forward
furenikusroads:white_junction_side_line_connection_thick_thick:0, §fFilter Lane Thick->Thick L Back Continuous
furenikusroads:white_junction_side_line_connection_thick_thick:4, §fFilter Lane Thick->Thick L Back
furenikusroads:white_junction_side_line_connection_thick_thick:8, §fFilter Lane Thick->Thick L Forward Continuous
furenikusroads:white_junction_side_line_connection_thick_thick:12, §fFilter Lane Thick->Thick L Forward
furenikusroads:white_junction_mid_line_connection:0, §fThin Mid Line to Thick Filter Line L
furenikusroads:white_junction_mid_line_connection:4, §fThin Mid Line to Thick Filter Line R
furenikusroads:white_junction_mid_line_connection:8, §fThick Mid Line to Thick Filter Line R
furenikusroads:white_junction_mid_line_connection:12, §fThick Mid Line to Thick Filter Line R
